2026-02-02 20:58:09,729 - INFO - device=cuda
2026-02-02 20:58:09,733 - INFO - region_meta: {'n_regions': 154, 'n_cities': 2, 'region_city_counts': {'0': 77, '1': 77}, 'static_dim': 4, 'deg': {'p50': 4.0, 'p90': 8.0, 'max': 12}, 'n_ways': {'p50': 106.5, 'p90': 170.70000000000002, 'max': 239.0}, 'coord_scale': 1024.0}
2026-02-02 20:58:11,653 - INFO - [epoch 000] train={'loss': 4.464530245592308, 'acc': 0.08371203214086502, 'invalid_rate': 0.7615403013633102, 'n_tokens': 8362.0} val={'loss': 3.948118209838867, 'acc': 0.13943354785442352, 'invalid_rate': 0.6557734204793029, 'n_tokens': 918.0}
2026-02-02 20:58:12,657 - INFO - [epoch 001] train={'loss': 3.7449214254318597, 'acc': 0.1866778275561629, 'invalid_rate': 0.5978234872040181, 'n_tokens': 8362.0} val={'loss': 3.3640778064727783, 'acc': 0.23529411852359772, 'invalid_rate': 0.5370370370370371, 'n_tokens': 918.0}
2026-02-02 20:58:13,675 - INFO - [epoch 002] train={'loss': 3.220367004642701, 'acc': 0.2883281525553228, 'invalid_rate': 0.4447500597943076, 'n_tokens': 8362.0} val={'loss': 2.8087852001190186, 'acc': 0.3540304899215698, 'invalid_rate': 0.3474945533769063, 'n_tokens': 918.0}
2026-02-02 20:58:14,675 - INFO - [epoch 003] train={'loss': 2.7419077965153145, 'acc': 0.3996651519274375, 'invalid_rate': 0.3012437215977039, 'n_tokens': 8362.0} val={'loss': 2.2934324741363525, 'acc': 0.4869281053543091, 'invalid_rate': 0.16013071895424835, 'n_tokens': 918.0}
2026-02-02 20:58:15,664 - INFO - [epoch 004] train={'loss': 2.308340412610685, 'acc': 0.5080124397107899, 'invalid_rate': 0.1616838077015068, 'n_tokens': 8362.0} val={'loss': 1.8591859340667725, 'acc': 0.5642701387405396, 'invalid_rate': 0.06753812636165578, 'n_tokens': 918.0}
2026-02-02 20:58:16,677 - INFO - [epoch 005] train={'loss': 1.928649982462885, 'acc': 0.5979430734598018, 'invalid_rate': 0.08371203061468548, 'n_tokens': 8362.0} val={'loss': 1.5490485429763794, 'acc': 0.6394335627555847, 'invalid_rate': 0.027233115468409588, 'n_tokens': 918.0}
2026-02-02 20:58:17,671 - INFO - [epoch 006] train={'loss': 1.6531889137540872, 'acc': 0.6487682320817296, 'invalid_rate': 0.0466395599138962, 'n_tokens': 8362.0} val={'loss': 1.3380682468414307, 'acc': 0.6786492466926575, 'invalid_rate': 0.017429193899782137, 'n_tokens': 918.0}
2026-02-02 20:58:18,639 - INFO - [epoch 007] train={'loss': 1.4465971412313123, 'acc': 0.6811767607264415, 'invalid_rate': 0.030734274097105954, 'n_tokens': 8362.0} val={'loss': 1.1797648668289185, 'acc': 0.7004357576370239, 'invalid_rate': 0.013071895424836602, 'n_tokens': 918.0}
2026-02-02 20:58:19,650 - INFO - [epoch 008] train={'loss': 1.2908256195772496, 'acc': 0.7089213149395323, 'invalid_rate': 0.021406362114326716, 'n_tokens': 8362.0} val={'loss': 1.0717581510543823, 'acc': 0.7320261597633362, 'invalid_rate': 0.010893246187363835, 'n_tokens': 918.0}
2026-02-02 20:58:20,658 - INFO - [epoch 009] train={'loss': 1.1616899617349552, 'acc': 0.737024634926834, 'invalid_rate': 0.016861994738100933, 'n_tokens': 8362.0} val={'loss': 0.9745503067970276, 'acc': 0.7505446672439575, 'invalid_rate': 0.0054466230936819175, 'n_tokens': 918.0}
2026-02-02 20:58:21,745 - INFO - [epoch 010] train={'loss': 1.0612318498242617, 'acc': 0.7571155305143693, 'invalid_rate': 0.01327433628318584, 'n_tokens': 8362.0} val={'loss': 0.894965648651123, 'acc': 0.7766884565353394, 'invalid_rate': 0.0054466230936819175, 'n_tokens': 918.0}
