2026-02-20 17:27:41,687 - INFO - device=cuda
2026-02-20 17:27:42,419 - INFO - split_json=/home/jinlin/data/geoexplicit_data/experiments/icml2026_routegen/WAYCASD0_waydata_porto_seed0/W5_way_routes_strict_gate/od_split_min3_max160_seed0_dev10p.json train_routes=108153 val_routes=13086 => train_idx=107706 val_idx=13041
2026-02-20 17:27:42,421 - INFO - routes: total=1343467 train=107706 val=13041 min_hops=5 max_way_len=160
/home/jinlin/miniconda3/envs/dpl/lib/python3.11/site-packages/torch/nn/modules/transformer.py:392: UserWarning: enable_nested_tensor is True, but self.use_nested_tensor is False because encoder_layer.norm_first was True
  warnings.warn(
2026-02-20 17:27:42,910 - INFO - AE decoder cfg inferred/override: step_emb=True past_k=16 cross_attn=True cand_query=True past_ctx=True dest_query=False dir_query=False
2026-02-20 17:27:42,950 - INFO - Loaded way_len_m (35471 ways) for shortest_path expert (DAgger)
2026-02-20 17:27:42,950 - INFO - Loaded precomputed next-hop table: path=_sync/wsa/pi_verify/20260220_porto_dagger_sp_cache_s0/next_hop_uint16.npy shape=(35471, 35471) dtype=uint16 sentinel=65535
2026-02-20 17:27:42,957 - INFO - train_decoder_scope=all trainable_params=2025473/2903041 (69.77%)
2026-02-20 17:27:43,510 - INFO - [cache] rebuilding z_flow cache at epoch=1 dtype=fp16 batch_size=512
2026-02-20 17:27:51,261 - INFO - [cache:train/e1] batch=20/211 it/s=2.58 eta=1.2m
2026-02-20 17:27:58,130 - INFO - [cache:train/e1] batch=40/211 it/s=2.74 eta=1.0m
2026-02-20 17:28:05,133 - INFO - [cache:train/e1] batch=60/211 it/s=2.77 eta=0.9m
2026-02-20 17:28:12,267 - INFO - [cache:train/e1] batch=80/211 it/s=2.78 eta=0.8m
2026-02-20 17:28:19,561 - INFO - [cache:train/e1] batch=100/211 it/s=2.77 eta=0.7m
2026-02-20 17:28:26,973 - INFO - [cache:train/e1] batch=120/211 it/s=2.76 eta=0.5m
2026-02-20 17:28:34,458 - INFO - [cache:train/e1] batch=140/211 it/s=2.75 eta=0.4m
2026-02-20 17:28:42,050 - INFO - [cache:train/e1] batch=160/211 it/s=2.73 eta=0.3m
2026-02-20 17:28:49,717 - INFO - [cache:train/e1] batch=180/211 it/s=2.72 eta=0.2m
2026-02-20 17:28:57,419 - INFO - [cache:train/e1] batch=200/211 it/s=2.71 eta=0.1m
2026-02-20 17:29:01,406 - INFO - [cache:train/e1] batch=211/211 it/s=2.71 eta=0.0m
2026-02-20 17:29:01,606 - INFO - [cache:train/e1] built routes=107706 unique=107706 shape=(107706, 64, 256) dtype=torch.float16 size=3365.8MB elapsed=1.3m
2026-02-20 17:29:10,318 - INFO - [cache:val/e1] batch=20/26 it/s=2.32 eta=0.0m
2026-02-20 17:29:12,420 - INFO - [cache:val/e1] batch=26/26 it/s=2.43 eta=0.0m
2026-02-20 17:29:12,448 - INFO - [cache:val/e1] built routes=13041 unique=13041 shape=(13041, 64, 256) dtype=torch.float16 size=407.5MB elapsed=0.2m
2026-02-20 17:29:41,708 - INFO - epoch=1 batch=20/421 train_loss=6.1868 ss(p=0.100, acc=0.606, off_gt=0.102, skip=0.022, sp_q=659, sp_tbl=1.000, sp_hit=0.000) it/s=0.17 eta=39.5m
2026-02-20 17:30:09,474 - INFO - epoch=1 batch=40/421 train_loss=6.1439 ss(p=0.100, acc=0.604, off_gt=0.109, skip=0.024, sp_q=699, sp_tbl=1.000, sp_hit=0.000) it/s=0.27 eta=23.2m
2026-02-20 17:30:37,577 - INFO - epoch=1 batch=60/421 train_loss=6.2694 ss(p=0.100, acc=0.622, off_gt=0.083, skip=0.018, sp_q=530, sp_tbl=1.000, sp_hit=0.000) it/s=0.34 eta=17.5m
2026-02-20 17:31:05,271 - INFO - epoch=1 batch=80/421 train_loss=6.1918 ss(p=0.100, acc=0.593, off_gt=0.117, skip=0.022, sp_q=710, sp_tbl=1.000, sp_hit=0.000) it/s=0.40 eta=14.3m
2026-02-20 17:31:33,820 - INFO - epoch=1 batch=100/421 train_loss=6.2353 ss(p=0.100, acc=0.592, off_gt=0.127, skip=0.030, sp_q=777, sp_tbl=1.000, sp_hit=0.000) it/s=0.43 eta=12.3m
2026-02-20 17:32:00,656 - INFO - epoch=1 batch=120/421 train_loss=6.2650 ss(p=0.100, acc=0.549, off_gt=0.115, skip=0.023, sp_q=687, sp_tbl=1.000, sp_hit=0.000) it/s=0.47 eta=10.8m
2026-02-20 17:32:27,961 - INFO - epoch=1 batch=140/421 train_loss=6.3305 ss(p=0.100, acc=0.526, off_gt=0.151, skip=0.029, sp_q=907, sp_tbl=1.000, sp_hit=0.000) it/s=0.49 eta=9.5m
2026-02-20 17:32:54,455 - INFO - epoch=1 batch=160/421 train_loss=6.4340 ss(p=0.100, acc=0.488, off_gt=0.192, skip=0.043, sp_q=1145, sp_tbl=1.000, sp_hit=0.000) it/s=0.51 eta=8.5m
2026-02-20 17:33:21,255 - INFO - epoch=1 batch=180/421 train_loss=6.5100 ss(p=0.100, acc=0.492, off_gt=0.159, skip=0.029, sp_q=1021, sp_tbl=1.000, sp_hit=0.000) it/s=0.53 eta=7.5m
2026-02-20 17:33:47,617 - INFO - epoch=1 batch=200/421 train_loss=6.5708 ss(p=0.100, acc=0.459, off_gt=0.179, skip=0.033, sp_q=1065, sp_tbl=1.000, sp_hit=0.000) it/s=0.55 eta=6.7m
2026-02-20 17:34:13,881 - INFO - epoch=1 batch=220/421 train_loss=6.6694 ss(p=0.100, acc=0.449, off_gt=0.189, skip=0.038, sp_q=1080, sp_tbl=1.000, sp_hit=0.000) it/s=0.56 eta=5.9m
2026-02-20 17:34:39,820 - INFO - epoch=1 batch=240/421 train_loss=6.7471 ss(p=0.100, acc=0.422, off_gt=0.246, skip=0.048, sp_q=1537, sp_tbl=1.000, sp_hit=0.000) it/s=0.58 eta=5.2m
2026-02-20 17:35:06,925 - INFO - epoch=1 batch=260/421 train_loss=6.8061 ss(p=0.100, acc=0.378, off_gt=0.228, skip=0.047, sp_q=1426, sp_tbl=1.000, sp_hit=0.000) it/s=0.59 eta=4.6m
2026-02-20 17:35:32,571 - INFO - epoch=1 batch=280/421 train_loss=6.8857 ss(p=0.100, acc=0.346, off_gt=0.293, skip=0.055, sp_q=1811, sp_tbl=1.000, sp_hit=0.000) it/s=0.60 eta=3.9m
